"Time, min.","VTAS, fps",Mach No.,"Altitude, ft","Climb Rate, Feet per Minute",Total Aircraft CD,Total Aircraft CL,Profile Drag,Induced Drag,Wave Drag,Wing Profile Drag,Fuselage Profile Drag,Fuselage Skin Friction,Reynolds Number,"Weight, Lbs","HEx Drag, lbs","FC Power Available, Watts","FC Power Required, Watts","Thrust Available, Lb","Thrust Required, Lb","Thrust Commanded, Lb","Thrust Power Commanded, Watts","Motor Power Commanded, Watts","Fuel Cell Power Commanded, Watts",TSFC lb/lbf-hr
270,748.442203630972,0.773,37000,0,0.0287901953045392,0.525578270407196,0,0,0,0,0,0,16834828.8030744,183033.31306503,598.514644955039,23201213.0933202,15460599.0398559,15776.7475819819,10626.4112942046,10626.4112942046,10783022.702904,14058835.4447339,15460599.0398559,4.79264204912523e-05
271,748.442203630972,0.773,37000,0,0.0287866915652823,0.525490540508657,0,0,0,0,0,0,16834828.8030744,183002.761801634,598.144236370172,23201213.0933202,15458320.1548073,15776.7475819819,10624.8205001801,10624.8205001801,10781408.4638531,14056619.8747006,15458320.1548073,4.79243600636597e-05
272,748.442203630972,0.773,37000,0,0.0287831892161668,0.525402827514523,0,0,0,0,0,0,16834828.8030744,182972.216423333,597.77397497084,23201213.0933202,15456042.1742463,15776.7475819819,10623.2303375405,10623.2303375405,10779794.8654924,14054405.1840253,15456042.1742463,4.79223006734097e-05
273,748.442203630972,0.773,37000,0,0.0287796882550281,0.525315131416557,0,0,0,0,0,0,16834828.8030744,182941.67692726,597.403860527969,23201213.0933202,15453765.0967648,15776.7475819819,10621.6408053027,10621.6408053027,10778181.9068244,14052191.3713389,15453765.0967648,4.79202423189531e-05
274,748.442203630972,0.773,37000,0,0.0287761886797039,0.525227452206529,0,0,0,0,0,0,16834828.8030744,182911.143310554,597.03389281275,23201213.0933202,15451488.920956,15776.7475819819,10620.0519024849,10620.0519024849,10776569.5868527,14049978.4352738,15451488.920956,4.79181849987425e-05
275,748.442203630972,0.773,37000,0,0.0287726904880344,0.525139789876227,0,0,0,0,0,0,16834828.8030744,182880.615570359,596.664071596637,23201213.0933202,15449213.645415,15776.7475819819,10618.4636281062,10618.4636281062,10774957.904582,14047766.3744639,15449213.645415,4.7916128711233e-05
276,748.442203630972,0.773,37000,0,0.0287691936778626,0.525052144417446,0,0,0,0,0,0,16834828.8030744,182850.093703822,596.294396651346,23201213.0933202,15446939.2687383,15776.7475819819,10616.875981187,10616.875981187,10773346.8590182,14045555.187545,15446939.2687383,4.79140734548815e-05
277,748.442203630972,0.773,37000,0,0.0287656982470335,0.524964515821998,0,0,0,0,0,0,16834828.8030744,182819.577708094,595.924867748856,23201213.0933202,15444665.7895241,15776.7475819819,10615.2889607486,10615.2889607486,10771736.4491684,14043344.873154,15444665.7895241,4.79120192281473e-05
278,748.442203630972,0.773,37000,0,0.0287622041933949,0.524876904081705,0,0,0,0,0,0,16834828.8030744,182789.067580331,595.555484661409,23201213.0933202,15442393.2063721,15776.7475819819,10613.7025658138,10613.7025658138,10770126.6740407,14041135.4299297,15442393.2063721,4.79099660294917e-05
279,748.442203630972,0.773,37000,0,0.028758711514797,0.524789309188402,0,0,0,0,0,0,16834828.8030744,182758.563317695,595.186247161507,23201213.0933202,15440121.5178839,15776.7475819819,10612.1167954061,10612.1167954061,10768517.5326444,14038926.8565124,15440121.5178839,4.79079138573783e-05
280,748.442203630972,0.773,37000,0,0.0287552202090925,0.524701731133935,0,0,0,0,0,0,16834828.8030744,182728.064917348,594.817155021915,23201213.0933202,15437850.7226624,15776.7475819819,10610.5316485505,10610.5316485505,10766909.02399,14036719.151544,15437850.7226624,4.79058627102726e-05
281,748.442203630972,0.773,37000,0,0.0287517302741364,0.524614169910165,0,0,0,0,0,0,16834828.8030744,182697.572376461,594.448208015657,23201213.0933202,15435580.8193123,15776.7475819819,10608.9471242728,10608.9471242728,10765301.1470891,14034512.3136676,15435580.8193123,4.79038125866425e-05
282,748.442203630972,0.773,37000,0,0.0287482417077864,0.524526625508964,0,0,0,0,0,0,16834828.8030744,182667.085692207,594.079405916021,23201213.0933202,15433311.8064397,15776.7475819819,10607.3632216001,10607.3632216001,10763693.9009544,14032306.3415285,15433311.8064397,4.79017634849579e-05
283,748.442203630972,0.773,37000,0,0.0287447545079025,0.524439097922215,0,0,0,0,0,0,16834828.8030744,182636.604861763,593.710748496549,23201213.0933202,15431043.6826525,15776.7475819819,10605.7799395607,10605.7799395607,10762087.2845997,14030101.2337729,15431043.6826525,4.78997154036907e-05
284,748.442203630972,0.773,37000,0,0.0287412686723471,0.524351587141816,0,0,0,0,0,0,16834828.8030744,182606.12988231,593.34223553105,23201213.0933202,15428776.44656,15776.7475819819,10604.1972771837,10604.1972771837,10760481.2970401,14027896.989049,15428776.44656,4.7897668341315e-05
285,748.442203630972,0.773,37000,0,0.0287377841989853,0.524264093159676,0,0,0,0,0,0,16834828.8030744,182575.660751035,592.973866793589,23201213.0933202,15426510.0967735,15776.7475819819,10602.6152334996,10602.6152334996,10758875.9372916,14025693.6060065,15426510.0967735,4.78956222963073e-05
286,748.442203630972,0.773,37000,0,0.0287343010856844,0.524176615967714,0,0,0,0,0,0,16834828.8030744,182545.197465129,592.60564205849,23201213.0933202,15424244.6319053,15776.7475819819,10601.0338075399,10601.0338075399,10757271.2043715,14023491.0832963,15424244.6319053,4.78935772671458e-05
287,748.442203630972,0.773,37000,0,0.0287308193303143,0.524089155557866,0,0,0,0,0,0,16834828.8030744,182514.740021786,592.237561100337,23201213.0933202,15421980.0505697,15776.7475819819,10599.4529983373,10599.4529983373,10755667.0972982,14021289.4195713,15421980.0505697,4.78915332523111e-05
288,748.442203630972,0.773,37000,0,0.0287273389307472,0.524001711922075,0,0,0,0,0,0,16834828.8030744,182484.288418204,591.869623693973,23201213.0933202,15419716.3513826,15776.7475819819,10597.8728049255,10597.8728049255,10754063.6150912,14019088.6134857,15419716.3513826,4.78894902502856e-05
289,748.442203630972,0.773,37000,0,0.0287238598848579,0.523914285052302,0,0,0,0,0,0,16834828.8030744,182453.842651586,591.501829614497,23201213.0933202,15417453.5329612,15776.7475819819,10596.2932263393,10596.2932263393,10752460.7567711,14016888.6636952,15417453.5329612,4.78874482595543e-05
290,748.442203630972,0.773,37000,0,0.0287203821905236,0.523826874940514,0,0,0,0,0,0,16834828.8030744,182423.402719141,591.134178637266,23201213.0933202,15415191.5939245,15776.7475819819,10594.7142616147,10594.7142616147,10750858.5213596,14014689.5688573,15415191.5939245,4.78854072786038e-05
291,748.442203630972,0.773,37000,0,0.0287169058456238,0.523739481578695,0,0,0,0,0,0,16834828.8030744,182392.96861808,590.766670537897,23201213.0933202,15412930.5328932,15776.7475819819,10593.1359097887,10593.1359097887,10749256.9078796,14012491.3276307,15412930.5328932,4.7883367305923e-05
292,748.442203630972,0.773,37000,0,0.0287134308480405,0.523652104958839,0,0,0,0,0,0,16834828.8030744,182362.540345618,590.399305092263,23201213.0933202,15410670.3484892,15776.7475819819,10591.5581698995,10591.5581698995,10747655.9153551,14010293.9386759,15410670.3484892,4.7881328340003e-05
293,748.442203630972,0.773,37000,0,0.0287099571956582,0.523564745072953,0,0,0,0,0,0,16834828.8030744,182332.117898976,590.032082076492,23201213.0933202,15408411.0393363,15776.7475819819,10589.9810409864,10589.9810409864,10746055.5428112,14008097.4006548,15408411.0393363,4.78792903793369e-05
294,748.442203630972,0.773,37000,0,0.0287064848863638,0.523477401913055,0,0,0,0,0,0,16834828.8030744,182301.701275377,589.665001266969,23201213.0933202,15406152.6040598,15776.7475819819,10588.4045220897,10588.4045220897,10744455.7892741,14005901.7122308,15406152.6040598,4.78772534224198e-05
295,748.442203630972,0.773,37000,0,0.0287030139180465,0.523390075471176,0,0,0,0,0,0,16834828.8030744,182271.290472051,589.298062440337,23201213.0933202,15403895.0412865,15776.7475819819,10586.8286122508,10586.8286122508,10742856.6537711,14003706.872069,15403895.0412865,4.7875217467749e-05
296,748.442203630972,0.773,37000,0,0.028699544288598,0.523302765739359,0,0,0,0,0,0,16834828.8030744,182240.885486229,588.931265373492,23201213.0933202,15401638.3496448,15776.7475819819,10585.2533105124,10585.2533105124,10741258.1353307,14001512.878836,15401638.3496448,4.78731825138238e-05
297,748.442203630972,0.773,37000,0,0.0286960759959126,0.52321547270966,0,0,0,0,0,0,16834828.8030744,182210.48631515,588.564609843588,23201213.0933202,15399382.5277648,15776.7475819819,10583.6786159181,10583.6786159181,10739660.2329824,13999319.7311996,15399382.5277648,4.78711485591457e-05
298,748.442203630972,0.773,37000,0,0.0286926090378865,0.523128196374144,0,0,0,0,0,0,16834828.8030744,182180.092956053,588.198095628031,23201213.0933202,15397127.5742779,15776.7475819819,10582.1045275127,10582.1045275127,10738062.945757,13997127.4278296,15397127.5742779,4.78691156022182e-05
299,748.442203630972,0.773,37000,0,0.0286891434124189,0.523040936724892,0,0,0,0,0,0,16834828.8030744,182149.705406185,587.831722504484,23201213.0933202,15394873.4878173,15776.7475819819,10580.5310443419,10580.5310443419,10736466.2726861,13994935.967397,15394873.4878173,4.78670836415469e-05
300,748.442203630972,0.773,37000,0,0.0286856791174111,0.522953693753994,0,0,0,0,0,0,16834828.8030744,182119.323662795,587.465490250863,23201213.0933202,15392620.2670177,15776.7475819819,10578.9581654527,10578.9581654527,10734870.2128028,13992745.3485744,15392620.2670177,4.78650526756394e-05
301,748.442203630972,0.773,37000,0,0.0286822161507666,0.522866467453554,0,0,0,0,0,0,16834828.8030744,182088.947723135,587.099398645341,23201213.0933202,15390367.9105153,15776.7475819819,10577.3858898931,10577.3858898931,10733274.7651408,13990555.570036,15390367.9105153,4.78630227030054e-05
302,748.442203630972,0.773,37000,0,0.0286787545103918,0.522779257815688,0,0,0,0,0,0,16834828.8030744,182058.577584465,586.733447466338,23201213.0933202,15388116.4169479,15776.7475819819,10575.8142167123,10575.8142167123,10731679.9287355,13988366.6304575,15388116.4169479,4.78609937221567e-05
303,748.442203630972,0.773,37000,0,0.0286752941941951,0.522692064832521,0,0,0,0,0,0,16834828.8030744,182028.213244047,586.367636492533,23201213.0933202,15385865.784955,15776.7475819819,10574.2431449604,10574.2431449604,10730085.7026228,13986178.5285159,15385865.784955,4.78589657316071e-05
304,748.442203630972,0.773,37000,0,0.0286718352000873,0.522604888496194,0,0,0,0,0,0,16834828.8030744,181997.854699145,586.001965502858,23201213.0933202,15383616.0131773,15776.7475819819,10572.6726736887,10572.6726736887,10728492.0858402,13983991.2628899,15383616.0131773,4.78569387298724e-05
305,748.442203630972,0.773,37000,0,0.0286683775259819,0.522517728798857,0,0,0,0,0,0,16834828.8030744,181967.501947032,585.636434276493,23201213.0933202,15381367.1002574,15776.7475819819,10571.1028019495,10571.1028019495,10726899.0774261,13981804.8322598,15381367.1002574,4.78549127154707e-05
306,748.442203630972,0.773,37000,0,0.0286649211697945,0.522430585732674,0,0,0,0,0,0,16834828.8030744,181937.15498498,585.271042592875,23201213.0933202,15379119.0448392,15776.7475819819,10569.5335287964,10569.5335287964,10725306.6764199,13979619.2353072,15379119.0448392,4.78528876869219e-05
307,748.442203630972,0.773,37000,0,0.028661466129443,0.52234345928982,0,0,0,0,0,0,16834828.8030744,181906.81381027,584.905790231689,23201213.0933202,15376871.8455685,15776.7475819819,10567.9648532838,10567.9648532838,10723714.8818622,13977434.4707153,15376871.8455685,4.78508636427481e-05
308,748.442203630972,0.773,37000,0,0.0286580124028481,0.522256349462481,0,0,0,0,0,0,16834828.8030744,181876.478420183,584.540676972875,23201213.0933202,15374625.5010921,15776.7475819819,10566.3967744674,10566.3967744674,10722123.6927947,13975250.5371689,15374625.5010921,4.78488405814733e-05
309,748.442203630972,0.773,37000,0,0.0286545599879323,0.522169256242857,0,0,0,0,0,0,16834828.8030744,181846.148812006,584.175702596621,23201213.0933202,15372380.0100589,15776.7475819819,10564.8292914037,10564.8292914037,10720533.1082603,13973067.433354,15372380.0100589,4.78468185016236e-05
310,748.442203630972,0.773,37000,0,0.0286511088826211,0.522082179623158,0,0,0,0,0,0,16834828.8030744,181815.824983032,583.810866883368,23201213.0933202,15370135.371119,15776.7475819819,10563.2624031507,10563.2624031507,10718943.1273027,13970885.1579585,15370135.371119,4.78447974017272e-05
311,748.442203630972,0.773,37000,0,0.0286476590848418,0.521995119595607,0,0,0,0,0,0,16834828.8030744,181785.506930554,583.446169613808,23201213.0933202,15367891.5829241,15776.7475819819,10561.696108767,10561.696108767,10717353.7489669,13968703.7096715,15367891.5829241,4.78427772803143e-05
312,748.442203630972,0.773,37000,0,0.0286442105925244,0.521908076152438,0,0,0,0,0,0,16834828.8030744,181755.194651872,583.081610568882,23201213.0933202,15365648.6441276,15776.7475819819,10560.1304073127,10560.1304073127,10715764.972299,13966523.0871837,15365648.6441276,4.7840758135917e-05
313,748.442203630972,0.773,37000,0,0.0286407634036011,0.521821049285897,0,0,0,0,0,0,16834828.8030744,181724.888144289,582.71718952978,23201213.0933202,15363406.5533842,15776.7475819819,10558.5652978487,10558.5652978487,10714176.7963461,13964343.2891873,15363406.5533842,4.78387399670696e-05
314,748.442203630972,0.773,37000,0,0.0286373175160066,0.521734038988242,0,0,0,0,0,0,16834828.8030744,181694.587405113,582.352906277943,23201213.0933202,15361165.3093502,15776.7475819819,10557.0007794371,10557.0007794371,10712589.2201564,13962164.314376,15361165.3093502,4.78367227723084e-05
315,748.442203630972,0.773,37000,0,0.0286338729276778,0.521647045251744,0,0,0,0,0,0,16834828.8030744,181664.292431656,581.98876059506,23201213.0933202,15358924.9106836,15776.7475819819,10555.4368511409,10555.4368511409,10711002.2427793,13959986.1614449,15358924.9106836,4.78347065501716e-05
316,748.442203630972,0.773,37000,0,0.0286304296365541,0.521560068068683,0,0,0,0,0,0,16834828.8030744,181634.003221234,581.62475226307,23201213.0933202,15356685.3560438,15776.7475819819,10553.8735120243,10553.8735120243,10709415.8632652,13957808.8290906,15356685.3560438,4.78326912991995e-05
317,748.442203630972,0.773,37000,0,0.0286269876405772,0.521473107431354,0,0,0,0,0,0,16834828.8030744,181603.719771165,581.260881064161,23201213.0933202,15354446.6440916,15776.7475819819,10552.3107611527,10552.3107611527,10707830.0806655,13955632.3160114,15354446.6440916,4.78306770179344e-05
318,748.442203630972,0.773,37000,0,0.028623546937691,0.521386163332062,0,0,0,0,0,0,16834828.8030744,181573.442078775,580.897146780766,23201213.0933202,15352208.7734896,15776.7475819819,10550.7485975923,10550.7485975923,10706244.8940328,13953456.6209068,15352208.7734896,4.78286637049208e-05
319,748.442203630972,0.773,37000,0,0.0286201075258419,0.521299235763122,0,0,0,0,0,0,16834828.8030744,181543.17014139,580.53354919557,23201213.0933202,15349971.7429017,15776.7475819819,10549.1870204105,10549.1870204105,10704660.3024207,13951281.7424779,15349971.7429017,4.78266513587047e-05
320,748.442203630972,0.773,37000,0,0.0286166694029787,0.521212324716865,0,0,0,0,0,0,16834828.8030744,181512.903956344,580.170088091502,23201213.0933202,15347735.5509934,15776.7475819819,10547.6260286758,10547.6260286758,10703076.3048839,13949107.6794274,15347735.5509934,4.78246399778347e-05
321,748.442203630972,0.773,37000,0,0.0286132325670523,0.521125430185629,0,0,0,0,0,0,16834828.8030744,181482.643520971,579.806763251741,23201213.0933202,15345500.1964317,15776.7475819819,10546.0656214576,10546.0656214576,10701492.9004783,13946934.4304592,15345500.1964317,4.7822629560861e-05
322,748.442203630972,0.773,37000,0,0.0286097970160161,0.521038552161768,0,0,0,0,0,0,16834828.8030744,181452.388832613,579.44357445971,23201213.0933202,15343265.6778853,15776.7475819819,10544.5057978266,10544.5057978266,10699910.0882606,13944761.9942789,15343265.6778853,4.7820620106336e-05
323,748.442203630972,0.773,37000,0,0.0286063627478258,0.520951690637645,0,0,0,0,0,0,16834828.8030744,181422.139888614,579.080521499082,23201213.0933202,15341031.994024,15776.7475819819,10542.9465568542,10542.9465568542,10698327.8672889,13942590.3695935,15341031.994024,4.78186116128139e-05
324,748.442203630972,0.773,37000,0,0.0286029297604395,0.520864845605635,0,0,0,0,0,0,16834828.8030744,181391.896686321,578.717604153773,23201213.0933202,15338799.1435196,15776.7475819819,10541.3878976133,10541.3878976133,10696746.2366221,13940419.5551115,15338799.1435196,4.78166040788511e-05
325,748.442203630972,0.773,37000,0,0.0285994980518175,0.520778017058124,0,0,0,0,0,0,16834828.8030744,181361.659223088,578.354822207946,23201213.0933202,15336567.1250451,15776.7475819819,10539.8298191776,10539.8298191776,10695165.1953203,13938249.5495428,15336567.1250451,4.78145975030059e-05
326,748.442203630972,0.773,37000,0,0.0285960676199224,0.520691204987513,0,0,0,0,0,0,16834828.8030744,181331.42749627,577.992175446009,23201213.0933202,15334335.937275,15776.7475819819,10538.2723206217,10538.2723206217,10693584.7424447,13936080.3515988,15334335.937275,4.78125918838386e-05
327,748.442203630972,0.773,37000,0,0.0285926384627192,0.52060440938621,0,0,0,0,0,0,16834828.8030744,181301.201503229,577.629663652616,23201213.0933202,15332105.5788854,15776.7475819819,10536.7154010216,10536.7154010216,10692004.8770575,13933911.9599924,15332105.5788854,4.78105872199113e-05
328,748.442203630972,0.773,37000,0,0.0285892105781752,0.520517630246638,0,0,0,0,0,0,16834828.8030744,181270.981241328,577.267286612667,23201213.0933202,15329876.0485541,15776.7475819819,10535.1590594542,10535.1590594542,10690425.5982219,13931744.373438,15329876.0485541,4.78085835097885e-05
329,748.442203630972,0.773,37000,0,0.02858578396426,0.52043086756123,0,0,0,0,0,0,16834828.8030744,181240.766707936,576.905044111304,23201213.0933202,15327647.34496,15776.7475819819,10533.6032949974,10533.6032949974,10688846.9050024,13929577.5906513,15327647.34496,4.78065807520362e-05
330,748.442203630972,0.773,37000,0,0.0285823586189456,0.520344121322431,0,0,0,0,0,0,16834828.8030744,181210.557900426,576.542935933914,23201213.0933202,15325419.4667837,15776.7475819819,10532.0481067301,10532.0481067301,10687268.7964642,13927411.6103497,15325419.4667837,4.78045789452226e-05
331,748.442203630972,0.773,37000,0,0.028578934540206,0.520257391522697,0,0,0,0,0,0,16834828.8030744,181180.354816173,576.18096186613,23201213.0933202,15323192.4127075,15776.7475819819,10530.4934937325,10530.4934937325,10685691.271674,13925246.4312517,15323192.4127075,4.7802578087918e-05
332,748.442203630972,0.773,37000,0,0.028575511726018,0.520170678154497,0,0,0,0,0,0,16834828.8030744,181150.15745256,575.819121693825,23201213.0933202,15320966.1814147,15776.7475819819,10528.9394550855,10528.9394550855,10684114.3296992,13923082.0520777,15320966.1814147,4.78005781786945e-05
333,748.442203630972,0.773,37000,0,0.0285720901743602,0.520083981210309,0,0,0,0,0,0,16834828.8030744,181119.965806969,575.457415203117,23201213.0933202,15318740.7715907,15776.7475819819,10527.3859898713,10527.3859898713,10682537.9696083,13920918.4715491,15318740.7715907,4.77985792161261e-05
334,748.442203630972,0.773,37000,0,0.0285686698832137,0.519997300682625,0,0,0,0,0,0,16834828.8030744,181089.77987679,575.095842180367,23201213.0933202,15316516.1819219,15776.7475819819,10525.8330971731,10525.8330971731,10680962.1904712,13918755.6883892,15316516.1819219,4.77965811987889e-05
335,748.442203630972,0.773,37000,0,0.0285652508505621,0.519910636563947,0,0,0,0,0,0,16834828.8030744,181059.599659416,574.73440241218,23201213.0933202,15314292.4110964,15776.7475819819,10524.2807760751,10524.2807760751,10679386.9913585,13916593.7013224,15314292.4110964,4.77945841252608e-05
336,748.442203630972,0.773,37000,0,0.0285618330743909,0.51982398884679,0,0,0,0,0,0,16834828.8030744,181029.425152242,574.373095685399,23201213.0933202,15312069.4578038,15776.7475819819,10522.7290256624,10522.7290256624,10677812.3713418,13914432.5090747,15312069.4578038,4.77925879941219e-05
337,748.442203630972,0.773,37000,0,0.0285584165526881,0.519737357523678,0,0,0,0,0,0,16834828.8030744,180999.256352669,574.011921787116,23201213.0933202,15309847.3207352,15776.7475819819,10521.1778450215,10521.1778450215,10676238.3294941,13912272.1103736,15309847.3207352,4.77905928039541e-05
338,748.442203630972,0.773,37000,0,0.028555001283444,0.519650742587149,0,0,0,0,0,0,16834828.8030744,180969.093258102,573.650880504657,23201213.0933202,15307625.998583,15776.7475819819,10519.6272332395,10519.6272332395,10674664.8648893,13910112.5039478,15307625.998583,4.77885985533411e-05
339,748.442203630972,0.773,37000,0,0.0285515872646512,0.51956414402975,0,0,0,0,0,0,16834828.8030744,180938.93586595,573.289971625592,23201213.0933202,15305405.4900413,15776.7475819819,10518.0771894049,10518.0771894049,10673091.9766021,13907953.6885277,15305405.4900413,4.77866052408689e-05
340,748.442203630972,0.773,37000,0,0.0285481744943043,0.519477561844042,0,0,0,0,0,0,16834828.8030744,180908.784173624,572.929194937735,23201213.0933202,15303185.7938057,15776.7475819819,10516.527712607,10516.527712607,10671519.6637087,13905795.6628451,15303185.7938057,4.77846128651251e-05
341,748.442203630972,0.773,37000,0,0.0285447629704007,0.519390996022595,0,0,0,0,0,0,16834828.8030744,180878.638178541,572.568550229138,23201213.0933202,15300966.9085731,15776.7475819819,10514.9788019363,10514.9788019363,10669947.9252859,13903638.4256331,15300966.9085731,4.77826214246994e-05
342,748.442203630972,0.773,37000,0,0.0285413526909395,0.519304446557992,0,0,0,0,0,0,16834828.8030744,180848.497878121,572.208037288094,23201213.0933202,15298748.8330419,15776.7475819819,10513.4304564842,10513.4304564842,10668376.760412,13901481.9756264,15298748.8330419,4.77806309181835e-05
343,748.442203630972,0.773,37000,0,0.0285379436539224,0.519217913442827,0,0,0,0,0,0,16834828.8030744,180818.36326979,571.847655903134,23201213.0933202,15296531.5659121,15776.7475819819,10511.8826753433,10511.8826753433,10666806.1681659,13899326.3115609,15296531.5659121,4.77786413441709e-05
344,748.442203630972,0.773,37000,0,0.0285345358573533,0.519131396669704,0,0,0,0,0,0,16834828.8030744,180788.234350974,571.487405863031,23201213.0933202,15294315.1058851,15776.7475819819,10510.3354576069,10510.3354576069,10665236.1476278,13897171.4321743,15294315.1058851,4.7776652701257e-05
345,748.442203630972,0.773,37000,0,0.0285311292992383,0.519044896231241,0,0,0,0,0,0,16834828.8030744,180758.111119106,571.127286956797,23201213.0933202,15292099.4516638,15776.7475819819,10508.7888023696,10508.7888023696,10663666.697879,13895017.3362054,15292099.4516638,4.77746649880393e-05
346,748.442203630972,0.773,37000,0,0.028527723977586,0.518958412120065,0,0,0,0,0,0,16834828.8030744,180727.993571622,570.767298973684,23201213.0933202,15289884.6019526,15776.7475819819,10507.242708727,10507.242708727,10662097.8180015,13892864.0223946,15289884.6019526,4.77726782031171e-05
347,748.442203630972,0.773,37000,0,0.0285243198904068,0.518871944328815,0,0,0,0,0,0,16834828.8030744,180697.881705963,570.407441703179,23201213.0933202,15287670.5554571,15776.7475819819,10505.6971757757,10505.6971757757,10660529.5070788,13890711.4894836,15287670.5554571,4.77706923450917e-05
348,748.442203630972,0.773,37000,0,0.0285209170357138,0.518785492850141,0,0,0,0,0,0,16834828.8030744,180667.775519572,570.047714935012,23201213.0933202,15285457.3108849,15776.7475819819,10504.1522026133,10504.1522026133,10658961.7641952,13888559.7362156,15285457.3108849,4.77687074125661e-05
349,748.442203630972,0.773,37000,0,0.0285175154115221,0.518699057676705,0,0,0,0,0,0,16834828.8030744,180637.675009897,569.688118459149,23201213.0933202,15283244.8669445,15776.7475819819,10502.6077883385,10502.6077883385,10657394.5884359,13886408.7613354,15283244.8669445,4.77667234041455e-05
350,748.442203630972,0.773,37000,0,0.0285141150158492,0.518612638801181,0,0,0,0,0,0,16834828.8030744,180607.58017439,569.328652065795,23201213.0933202,15281033.2223462,15776.7475819819,10501.0639320508,10501.0639320508,10655827.9788873,13884258.5635888,15281033.2223462,4.77647403184369e-05
351,748.442203630972,0.773,37000,0,0.0285107158467147,0.518526236216251,0,0,0,0,0,0,16834828.8030744,180577.491010507,568.96931554539,23201213.0933202,15278822.3758017,15776.7475819819,10499.5206328509,10499.5206328509,10654261.934637,13882109.1417234,15278822.3758017,4.77627581540492e-05
352,748.442203630972,0.773,37000,0,0.0285073179021404,0.518439849914612,0,0,0,0,0,0,16834828.8030744,180547.407515707,568.610108688613,23201213.0933202,15276612.326024,15776.7475819819,10497.9778898406,10497.9778898406,10652696.4547732,13879960.494488,15276612.326024,4.77607769095932e-05
353,748.442203630972,0.773,37000,0,0.0285039211801506,0.51835347988897,0,0,0,0,0,0,16834828.8030744,180517.329687454,568.25103128638,23201213.0933202,15274403.0717279,15776.7475819819,10496.4357021225,10496.4357021225,10651131.5383856,13877812.620633,15274403.0717279,4.77587965836815e-05
354,748.442203630972,0.773,37000,0,0.0285005256787716,0.518267126132042,0,0,0,0,0,0,16834828.8030744,180487.257523215,567.892083129843,23201213.0933202,15272194.6116292,15776.7475819819,10494.8940688004,10494.8940688004,10649567.1845645,13875665.5189101,15272194.6116292,4.77568171749288e-05
355,748.442203630972,0.773,37000,0,0.0284971313960321,0.518180788636559,0,0,0,0,0,0,16834828.8030744,180457.191020462,567.53326401039,23201213.0933202,15269986.9444456,15776.7475819819,10493.352988979,10493.352988979,10648003.3924016,13873519.1880724,15269986.9444456,4.77548386819515e-05
356,748.442203630972,0.773,37000,0,0.0284937383299627,0.518094467395258,0,0,0,0,0,0,16834828.8030744,180427.130176669,567.174573719646,23201213.0933202,15267780.0688959,15776.7475819819,10491.812461764,10491.812461764,10646440.1609895,13871373.6268743,15267780.0688959,4.77528611033682e-05
357,748.442203630972,0.773,37000,0,0.0284903464785967,0.518008162400893,0,0,0,0,0,0,16834828.8030744,180397.074989317,566.816012049472,23201213.0933202,15265573.9837005,15776.7475819819,10490.2724862622,10490.2724862622,10644877.4894216,13869228.834072,15265573.9837005,4.7750884437799e-05
358,748.442203630972,0.773,37000,0,0.0284869558399693,0.517921873646226,0,0,0,0,0,0,16834828.8030744,180367.025455887,566.457578791962,23201213.0933202,15263368.6875813,15776.7475819819,10488.7330615814,10488.7330615814,10643315.3767927,13867084.8084226,15263368.6875813,4.77489086838662e-05
359,748.442203630972,0.773,37000,0,0.028483566412118,0.517835601124029,0,0,0,0,0,0,16834828.8030744,180336.981573866,566.099273739447,23201213.0933202,15261164.1792616,15776.7475819819,10487.1941868303,10487.1941868303,10641753.8221983,13864941.548685,15261164.1792616,4.77469338401938e-05
360,748.442203630972,0.773,37000,0,0.0284801781930826,0.517749344827087,0,0,0,0,0,0,16834828.8030744,180306.943340746,565.741096684493,23201213.0933202,15258960.457466,15776.7475819819,10485.6558611187,10485.6558611187,10640192.8247352,13862799.0536193,15258960.457466,4.77449599054077e-05
361,748.442203630972,0.773,37000,0,0.0284767911809049,0.517663104748197,0,0,0,0,0,0,16834828.8030744,180276.91075402,565.383047419897,23201213.0933202,15256757.5209208,15776.7475819819,10484.1180835574,10484.1180835574,10638632.383501,13860657.3219871,15256757.5209208,4.77429868781357e-05
362,748.442203630972,0.773,37000,0,0.0284734053736291,0.517576880880165,0,0,0,0,0,0,16834828.8030744,180246.883811188,565.025125738696,23201213.0933202,15254555.3683535,15776.7475819819,10482.5808532582,10482.5808532582,10637072.4975944,13858516.3525512,15254555.3683535,4.77410147570076e-05
363,748.442203630972,0.773,37000,0,0.0284700207693016,0.517490673215808,0,0,0,0,0,0,16834828.8030744,180216.862509751,564.667331434155,23201213.0933202,15252353.9984932,15776.7475819819,10481.044169334,10481.044169334,10635513.1661151,13856376.1440762,15252353.9984932,4.7739043540655e-05
364,748.442203630972,0.773,37000,0,0.028466637365971,0.517404481747956,0,0,0,0,0,0,16834828.8030744,180186.846847215,564.309664299777,23201213.0933202,15250153.4100703,15776.7475819819,10479.5080308984,10479.5080308984,10633954.3881639,13854236.6953277,15250153.4100703,4.77370732277112e-05
